index,bruises,cap_color,cap_shape,cap_surface,class,gill_attachment,gill_color,gill_size,gill_spacing,habitat,odor,population,ring_number,ring_type,spore_print_color,stalk_color_above_ring,stalk_color_below_ring,stalk_root,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,veil_color,veil_type
3032,t,g,f,f,e,f,w,b,c,d,n,y,o,p,n,w,p,b,t,s,s,w,p
1785,t,y,b,s,e,f,k,b,c,g,a,s,o,p,n,w,w,c,e,s,s,w,p
917,t,w,x,s,e,f,n,b,c,m,l,s,o,p,n,w,w,c,e,s,s,w,p
7578,f,n,k,y,p,f,b,n,c,l,f,v,o,e,w,p,p,?,t,s,k,w,p
6632,f,e,f,s,p,f,b,n,c,d,y,v,o,e,w,p,p,?,t,s,s,w,p
2647,t,g,f,f,e,f,p,b,c,d,n,y,o,p,k,g,p,b,t,s,s,w,p
2307,t,g,f,y,e,f,p,b,c,d,n,v,o,p,n,g,g,b,t,s,s,w,p
1002,t,n,f,y,e,f,p,b,c,g,l,y,o,p,n,w,w,r,e,s,y,w,p
2900,t,n,f,y,e,f,n,b,c,d,n,v,o,p,k,g,p,b,t,s,s,w,p
2496,t,w,f,y,p,f,p,n,c,u,p,v,o,p,n,w,w,e,e,s,s,w,p
5351,t,b,x,s,p,f,h,b,c,g,f,s,o,p,h,w,w,b,t,f,f,w,p
3550,t,e,f,f,e,f,n,b,c,d,n,y,o,p,k,w,w,b,t,s,s,w,p
4749,f,g,f,y,p,f,g,b,c,d,f,v,o,l,h,b,p,b,e,k,k,w,p
8019,f,w,x,s,e,f,w,b,w,g,n,s,t,p,w,w,w,?,e,s,k,w,p
7667,f,e,k,y,p,f,b,n,c,p,s,v,o,e,w,p,w,?,t,k,k,w,p
5394,t,b,x,s,p,f,p,b,c,g,f,v,o,p,h,w,w,b,t,f,f,w,p
1732,t,n,x,s,p,f,n,n,c,u,p,v,o,p,k,w,w,e,e,s,s,w,p
3799,t,g,f,f,e,f,u,b,c,d,n,v,o,p,n,w,g,b,t,s,s,w,p
4530,f,g,f,f,p,f,h,b,c,p,f,y,o,l,h,n,n,b,e,k,k,w,p
3331,t,e,f,y,e,f,u,b,c,d,n,v,o,p,k,w,p,b,t,s,s,w,p
2089,t,e,x,f,e,f,n,b,c,d,n,y,o,p,n,p,g,b,t,s,s,w,p
5015,f,g,f,y,p,f,g,b,c,p,f,v,o,l,h,b,n,b,e,k,k,w,p
3477,t,g,f,f,e,f,u,b,c,d,n,y,o,p,n,g,g,b,t,s,s,w,p
5740,t,b,f,s,p,f,w,b,c,u,f,s,o,p,h,w,w,b,t,s,f,w,p
6058,f,n,f,y,p,f,b,n,c,p,y,v,o,e,w,w,w,?,t,k,s,w,p
12,t,y,x,y,e,f,n,b,c,m,a,s,o,p,k,w,w,c,e,s,s,w,p
8063,f,n,k,y,p,f,b,n,c,l,y,v,o,e,w,p,w,?,t,s,k,w,p
4693,f,y,x,y,p,f,g,b,c,p,f,y,o,l,h,b,b,b,e,k,k,w,p
7848,f,g,x,f,e,f,w,b,w,g,n,n,t,p,w,w,w,?,e,k,k,w,p
7869,f,e,k,s,p,f,b,n,c,l,f,v,o,e,w,w,p,?,t,k,s,w,p
6983,f,e,k,s,p,f,b,n,c,l,s,v,o,e,w,p,w,?,t,k,s,w,p
1976,t,w,f,y,p,f,n,n,c,g,p,s,o,p,n,w,w,e,e,s,s,w,p
5887,t,b,x,y,e,f,w,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w,p
3388,t,e,f,f,e,f,n,b,c,d,n,v,o,p,n,g,w,b,t,s,s,w,p
4318,f,g,f,f,p,f,h,b,c,g,f,v,o,l,h,b,b,b,e,k,k,w,p
754,t,y,b,y,e,f,w,b,c,g,l,s,o,p,k,w,w,c,e,s,s,w,p
5045,t,b,f,s,p,f,w,b,c,g,f,v,o,p,h,w,w,b,t,f,s,w,p
2352,t,w,f,y,p,f,w,n,c,u,p,s,o,p,n,w,w,e,e,s,s,w,p
7646,f,e,k,y,p,f,b,n,c,p,s,v,o,e,w,p,p,?,t,k,s,w,p
174,t,y,b,y,e,f,w,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w,p
7067,f,n,k,s,p,f,b,n,c,l,f,v,o,e,w,w,w,?,t,s,s,w,p
316,t,w,x,y,p,f,k,n,c,u,p,v,o,p,k,w,w,e,e,s,s,w,p
4024,f,e,x,y,p,f,b,n,c,p,y,v,o,e,w,w,w,?,t,k,s,w,p
2548,t,g,x,f,e,f,w,b,c,d,n,y,o,p,n,w,p,b,t,s,s,w,p
3512,f,g,x,y,p,f,h,b,c,d,f,v,o,l,h,b,p,b,e,k,k,w,p
6074,f,n,f,s,p,f,b,n,c,l,s,v,o,e,w,p,p,?,t,s,k,w,p
1263,t,w,f,s,p,f,k,n,c,g,p,s,o,p,k,w,w,e,e,s,s,w,p
7656,f,n,k,s,p,f,b,n,c,p,y,v,o,e,w,w,p,?,t,s,k,w,p
595,t,y,x,s,e,f,g,b,c,m,a,n,o,p,k,w,w,c,e,s,s,w,p
5570,t,p,f,s,e,f,w,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w,p
2137,t,g,x,y,e,f,w,b,c,d,n,v,o,p,n,g,w,b,t,s,s,w,p
5512,f,e,x,y,p,f,b,n,c,l,y,v,o,e,w,w,p,?,t,k,k,w,p
193,t,w,b,s,e,f,w,b,c,m,l,s,o,p,n,w,w,c,e,s,s,w,p
6537,f,e,f,y,p,f,b,n,c,l,y,v,o,e,w,w,p,?,t,k,s,w,p
2901,t,g,x,y,e,f,w,b,c,d,n,y,o,p,n,g,w,b,t,s,s,w,p
2882,f,w,x,s,e,f,k,b,w,g,n,s,o,e,k,w,w,e,t,s,f,w,p
5903,f,g,f,y,p,f,p,b,c,d,f,y,o,l,h,b,n,b,e,k,k,w,p
1262,t,n,f,y,p,f,w,n,c,g,p,v,o,p,k,w,w,e,e,s,s,w,p
1738,t,n,x,f,e,f,u,b,c,d,n,v,o,p,k,g,p,b,t,s,s,w,p
6577,f,n,f,s,p,f,b,n,c,p,f,v,o,e,w,w,p,?,t,s,s,w,p
1759,t,n,x,f,e,f,p,b,c,d,n,v,o,p,n,p,p,b,t,s,s,w,p
1440,f,w,x,s,e,f,n,b,w,g,n,s,o,e,n,w,w,e,t,f,s,w,p
77,t,w,x,s,e,f,n,n,w,d,l,v,o,p,u,w,w,b,t,s,s,w,p
4856,f,y,x,f,p,f,g,b,c,p,f,y,o,l,h,b,n,b,e,k,k,w,p
1878,t,e,x,f,e,f,p,b,c,d,n,y,o,p,k,w,g,b,t,s,s,w,p
799,t,w,x,s,p,f,k,n,c,g,p,v,o,p,n,w,w,e,e,s,s,w,p
6688,f,e,k,y,p,f,b,n,c,p,s,v,o,e,w,w,w,?,t,s,s,w,p
4657,f,y,f,f,p,f,p,b,c,g,f,y,o,l,h,n,n,b,e,k,k,w,p
6211,f,e,f,y,p,f,b,n,c,p,f,v,o,e,w,p,w,?,t,k,k,w,p
654,t,n,x,y,p,f,w,n,c,g,p,s,o,p,k,w,w,e,e,s,s,w,p
3797,f,w,x,s,p,f,n,n,c,d,c,v,o,p,n,w,w,b,e,s,s,w,p
816,t,w,x,s,e,f,n,b,c,m,a,s,o,p,k,w,w,c,e,s,s,w,p
5613,t,n,f,s,e,f,w,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w,p
5381,f,y,x,y,p,f,p,b,c,p,f,v,o,l,h,n,b,b,e,k,k,w,p
1071,f,w,x,s,e,f,h,b,w,g,n,a,o,e,n,w,w,e,t,s,f,w,p
1798,f,w,f,s,e,f,p,b,w,g,n,a,o,e,n,w,w,e,t,f,s,w,p
5691,f,e,x,y,p,f,b,n,c,l,y,v,o,e,w,p,w,?,t,s,k,w,p
4978,f,y,f,y,p,f,p,b,c,g,f,y,o,l,h,p,n,b,e,k,k,w,p
3576,t,e,f,f,e,f,p,b,c,d,n,v,o,p,k,g,g,b,t,s,s,w,p
5494,t,p,f,y,p,f,g,b,c,m,n,v,t,p,r,w,w,b,e,s,s,w,p
9,t,w,x,y,p,f,p,n,c,g,p,v,o,p,k,w,w,e,e,s,s,w,p
2144,t,e,x,y,e,f,n,b,c,d,n,y,o,p,k,w,w,b,t,s,s,w,p
5875,t,p,x,y,e,f,w,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w,p
3133,t,g,f,y,e,f,p,b,c,d,n,y,o,p,k,w,p,b,t,s,s,w,p
4851,f,y,x,y,p,f,h,b,c,d,f,v,o,l,h,b,n,b,e,k,k,w,p
3606,f,g,x,s,p,f,g,n,c,d,c,v,o,p,k,w,w,b,e,s,s,w,p
6534,f,e,x,y,p,f,b,n,c,d,f,v,o,e,w,p,p,?,t,k,s,w,p
950,t,n,f,y,p,f,w,n,c,u,p,v,o,p,n,w,w,e,e,s,s,w,p
6796,f,e,x,y,p,f,b,n,c,l,s,v,o,e,w,w,w,?,t,k,k,w,p
2241,t,e,x,y,e,f,w,b,c,d,n,y,o,p,n,w,g,b,t,s,s,w,p
2142,t,e,x,y,e,f,u,b,c,d,n,v,o,p,k,w,g,b,t,s,s,w,p
5473,t,p,b,s,p,f,w,b,c,g,n,v,t,p,r,w,w,b,e,s,s,w,p
3012,t,e,f,y,e,f,u,b,c,d,n,y,o,p,k,p,g,b,t,s,s,w,p
463,t,w,b,s,e,f,g,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w,p
3433,f,g,x,f,p,f,g,b,c,p,f,v,o,l,h,n,n,b,e,k,k,w,p
4468,f,y,f,y,p,f,h,b,c,g,f,y,o,l,h,n,n,b,e,k,k,w,p
3572,t,e,f,f,e,f,p,b,c,d,n,v,o,p,k,p,g,b,t,s,s,w,p
4869,f,y,f,f,p,f,p,b,c,g,f,v,o,l,h,n,p,b,e,k,k,w,p
6003,f,e,x,y,p,f,b,n,c,d,f,v,o,e,w,w,p,?,t,s,s,w,p
1224,f,n,f,f,e,f,h,b,w,g,n,s,o,e,k,w,w,e,t,f,f,w,p
1981,f,w,f,f,e,f,p,b,w,g,n,s,o,e,n,w,w,e,t,s,s,w,p
6621,f,e,f,y,p,f,b,n,c,d,s,v,o,e,w,w,w,?,t,s,s,w,p
1059,t,y,x,y,e,f,w,b,c,g,l,n,o,p,k,w,w,c,e,s,s,w,p
3637,t,e,f,y,e,f,p,b,c,d,n,v,o,p,k,p,g,b,t,s,s,w,p
5329,f,e,x,y,p,f,b,n,c,l,y,v,o,e,w,p,p,?,t,k,s,w,p
7806,f,n,x,y,p,f,w,b,c,d,m,c,n,n,w,c,c,c,e,k,y,w,p
6497,f,e,f,s,p,f,b,n,c,d,y,v,o,e,w,w,p,?,t,k,k,w,p
7109,f,e,k,y,p,f,b,n,c,d,f,v,o,e,w,p,w,?,t,s,k,w,p
1935,f,n,x,f,e,f,k,b,w,g,n,s,o,e,n,w,w,e,t,f,s,w,p
2107,t,n,f,f,e,f,p,b,c,d,n,v,o,p,n,w,w,b,t,s,s,w,p
4546,f,y,f,y,p,f,h,b,c,g,f,v,o,l,h,n,b,b,e,k,k,w,p
5945,f,n,x,y,p,f,b,n,c,p,s,v,o,e,w,p,w,?,t,k,s,w,p
3434,t,g,f,y,e,f,w,b,c,d,n,y,o,p,k,p,w,b,t,s,s,w,p
1139,f,w,f,f,e,f,h,b,w,g,n,a,o,e,n,w,w,e,t,s,s,w,p
7000,f,n,k,s,e,a,y,b,c,l,n,v,o,p,o,o,o,?,e,s,s,o,p
1540,f,w,f,s,e,f,p,b,w,g,n,s,o,e,k,w,w,e,t,s,s,w,p
5008,f,y,f,y,p,f,g,b,c,g,f,y,o,l,h,b,p,b,e,k,k,w,p
3007,t,e,f,f,e,f,u,b,c,d,n,v,o,p,n,g,p,b,t,s,s,w,p
7996,f,e,k,s,p,f,b,n,c,p,y,v,o,e,w,w,w,?,t,s,k,w,p
6498,f,e,f,s,p,f,b,n,c,d,f,v,o,e,w,w,p,?,t,s,k,w,p
3179,t,g,f,y,e,f,n,b,c,d,n,v,o,p,k,g,g,b,t,s,s,w,p
750,t,y,f,s,e,f,n,n,w,d,a,v,o,p,u,w,w,b,t,s,s,w,p
2718,t,e,f,f,e,f,w,b,c,d,n,v,o,p,n,g,p,b,t,s,s,w,p
4571,t,e,f,f,e,f,w,b,c,d,n,v,o,p,n,w,g,b,t,s,s,w,p
8122,f,n,f,s,e,a,n,b,c,l,n,c,o,p,b,o,o,?,e,s,s,o,p
3142,f,g,x,f,p,f,p,b,c,d,f,y,o,l,h,p,b,b,e,k,k,w,p
1702,f,w,f,s,e,f,k,b,w,g,n,s,o,e,n,w,w,e,t,s,s,w,p
286,t,n,f,y,e,f,n,b,c,g,a,s,o,p,k,w,w,r,e,s,y,w,p
2036,f,g,x,s,e,f,p,b,w,g,n,a,o,e,n,w,w,e,t,s,s,w,p
3695,f,g,x,f,p,f,g,b,c,g,f,v,o,l,h,p,b,b,e,k,k,w,p
3047,t,e,x,y,e,f,n,b,c,d,n,v,o,p,k,p,p,b,t,s,s,w,p
8104,f,n,k,s,e,a,y,b,c,l,n,c,o,p,o,o,o,?,e,s,s,n,p
1163,t,e,x,f,e,f,p,b,c,d,n,v,o,p,n,w,w,b,t,s,s,w,p
5849,t,w,f,s,p,f,w,b,c,g,f,s,o,p,h,w,w,b,t,f,s,w,p
1573,f,n,x,f,e,f,n,b,w,g,n,a,o,e,n,w,w,e,t,f,s,w,p
1433,t,w,f,y,p,f,w,n,c,g,p,s,o,p,k,w,w,e,e,s,s,w,p
2719,t,n,f,f,e,f,w,b,c,d,n,y,o,p,k,p,w,b,t,s,s,w,p
5968,f,g,f,f,p,f,h,b,c,d,f,y,o,l,h,p,p,b,e,k,k,w,p
1741,f,w,x,f,e,f,h,b,w,g,n,a,o,e,k,w,w,e,t,s,f,w,p
5487,f,g,x,y,p,f,p,b,c,p,f,y,o,l,h,p,p,b,e,k,k,w,p
7942,f,e,k,y,p,a,w,b,c,d,m,c,n,n,w,c,c,c,e,k,y,w,p
3526,f,p,x,f,p,f,u,n,c,d,c,v,o,p,n,w,w,b,e,s,s,w,p
3469,f,g,x,f,p,f,p,n,w,d,c,v,o,p,n,w,w,b,e,s,s,w,p
4843,t,e,f,y,e,f,n,b,c,d,n,y,o,p,n,w,p,b,t,s,s,w,p
1969,t,n,f,f,e,f,n,b,c,d,n,v,o,p,n,p,p,b,t,s,s,w,p
7238,f,n,k,s,p,f,b,n,c,l,f,v,o,e,w,w,w,?,t,k,s,w,p
3380,f,y,f,f,p,f,g,b,c,p,f,v,o,l,h,b,n,b,e,k,k,w,p
5632,f,y,f,y,p,f,g,b,c,d,f,v,o,l,h,p,n,b,e,k,k,w,p
7900,f,e,k,s,p,f,b,n,c,d,y,v,o,e,w,p,w,?,t,s,s,w,p
7363,f,e,k,s,p,f,b,n,c,l,y,v,o,e,w,p,w,?,t,s,s,w,p
1932,t,w,b,s,e,f,k,b,c,g,a,s,o,p,n,w,w,c,e,s,s,w,p
7658,f,e,x,s,p,f,b,n,c,l,f,v,o,e,w,p,w,?,t,k,k,w,p
3821,t,e,f,y,e,f,u,b,c,d,n,v,o,p,k,w,w,b,t,s,s,w,p
6551,f,e,k,s,p,f,b,n,c,p,f,v,o,e,w,p,p,?,t,s,k,w,p
4960,f,g,f,f,p,f,g,b,c,p,f,y,o,l,h,p,p,b,e,k,k,w,p
3510,t,g,f,y,e,f,n,b,c,d,n,v,o,p,k,g,w,b,t,s,s,w,p
5687,t,b,f,s,e,f,e,b,c,w,n,c,t,e,w,e,e,?,e,s,s,w,p
4913,f,y,f,f,p,f,h,b,c,p,f,y,o,l,h,b,n,b,e,k,k,w,p
2829,t,g,x,y,e,f,p,b,c,d,n,y,o,p,n,g,p,b,t,s,s,w,p
3086,f,g,x,f,p,f,p,b,c,g,f,v,o,l,h,n,p,b,e,k,k,w,p
7393,f,n,k,s,p,f,b,n,c,l,s,v,o,e,w,w,w,?,t,s,k,w,p
7171,f,g,k,s,e,f,p,b,w,g,n,n,t,p,w,w,w,?,e,s,k,w,p
432,t,y,x,y,e,f,n,b,c,g,l,y,o,p,n,w,w,r,e,s,y,w,p
3051,t,e,f,f,e,f,p,b,c,d,n,y,o,p,k,p,p,b,t,s,s,w,p
365,t,y,x,s,e,f,w,b,c,g,a,n,o,p,k,w,w,c,e,s,s,w,p
281,t,w,x,y,p,f,w,n,c,g,p,s,o,p,n,w,w,e,e,s,s,w,p
5747,f,y,f,y,p,f,g,b,c,p,f,v,o,l,h,p,n,b,e,k,k,w,p
6826,f,e,x,y,p,f,b,n,c,d,s,v,o,e,w,w,p,?,t,k,k,w,p
301,f,w,x,f,e,f,k,b,w,g,n,a,o,e,k,w,w,e,t,f,s,w,p
5856,t,b,b,s,p,f,w,b,c,m,n,v,t,p,r,w,w,b,e,s,s,w,p
3790,t,g,f,y,e,f,p,b,c,d,n,y,o,p,n,g,g,b,t,s,s,w,p
2283,t,e,x,f,e,f,p,b,c,d,n,v,o,p,n,w,g,b,t,s,s,w,p
5164,t,e,x,y,e,f,w,b,c,w,n,c,t,e,w,w,w,?,e,s,s,w,p
7753,f,g,k,f,e,f,p,b,w,g,n,s,t,p,w,w,w,?,e,s,s,w,p
5766,t,w,f,s,p,f,h,b,c,g,f,s,o,p,h,w,w,b,t,f,s,w,p
4236,f,g,f,y,p,f,h,b,c,p,f,y,o,l,h,n,n,b,e,k,k,w,p
160,t,y,b,s,e,f,g,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w,p
6217,f,e,x,y,p,f,b,n,c,l,f,v,o,e,w,p,w,?,t,s,s,w,p
4805,f,y,f,y,p,f,g,b,c,g,f,v,o,l,h,p,p,b,e,k,k,w,p
3926,f,g,x,f,p,f,p,b,c,d,f,y,o,l,h,b,b,b,e,k,k,w,p
757,t,y,f,y,e,f,n,b,c,g,l,y,o,p,n,w,w,r,e,s,y,w,p
733,t,w,x,s,p,f,k,n,c,g,p,s,o,p,n,w,w,e,e,s,s,w,p
5083,f,g,f,f,p,f,g,b,c,p,f,v,o,l,h,b,p,b,e,k,k,w,p
201,t,y,x,y,e,f,w,b,c,g,l,s,o,p,n,w,w,c,e,s,s,w,p
4481,t,n,f,y,e,f,p,b,c,d,n,y,o,p,k,w,p,b,t,s,s,w,p
7076,f,e,k,s,p,f,b,n,c,d,f,v,o,e,w,w,p,?,t,s,k,w,p
4553,f,g,f,y,p,f,g,b,c,g,f,v,o,l,h,p,p,b,e,k,k,w,p
2380,t,g,x,f,e,f,p,b,c,d,n,v,o,p,k,p,g,b,t,s,s,w,p
3112,t,g,f,f,e,f,w,b,c,d,n,y,o,p,k,w,p,b,t,s,s,w,p
7296,f,y,k,y,p,f,y,n,w,l,n,c,o,e,w,y,y,c,e,y,y,y,p
503,t,w,x,s,e,f,g,b,c,m,l,n,o,p,k,w,w,c,e,s,s,w,p
7077,f,e,x,s,p,f,b,n,c,l,y,v,o,e,w,p,p,?,t,k,s,w,p
1707,f,w,f,f,e,f,n,b,w,g,n,s,o,e,k,w,w,e,t,s,f,w,p
2024,f,n,x,f,e,f,k,b,w,g,n,s,o,e,k,w,w,e,t,s,f,w,p
37,f,g,s,f,e,f,k,n,c,u,n,v,o,p,k,w,w,e,e,s,s,w,p
1539,f,g,x,s,e,f,p,b,w,g,n,s,o,e,n,w,w,e,t,f,f,w,p
7913,f,g,b,s,e,f,p,b,w,g,n,n,t,p,w,w,w,?,e,s,k,w,p
8026,f,n,x,s,e,a,y,b,c,l,n,c,o,p,y,o,o,?,e,s,s,n,p
1791,t,w,f,s,p,f,n,n,c,u,p,v,o,p,n,w,w,e,e,s,s,w,p
7248,f,n,k,s,p,f,b,n,c,l,s,v,o,e,w,p,w,?,t,k,s,w,p
2070,t,g,x,f,e,f,n,b,c,d,n,y,o,p,k,w,g,b,t,s,s,w,p
7458,f,n,k,s,p,f,b,n,c,p,s,v,o,e,w,p,p,?,t,s,k,w,p
1499,f,n,x,f,e,f,k,b,w,g,n,a,o,e,k,w,w,e,t,s,f,w,p
1453,f,n,x,f,e,f,n,b,w,g,n,a,o,e,n,w,w,e,t,f,f,w,p
6170,f,e,f,y,p,f,b,n,c,d,y,v,o,e,w,p,w,?,t,s,s,w,p
6777,f,e,x,s,p,f,b,n,c,l,y,v,o,e,w,p,w,?,t,k,s,w,p
1880,f,w,x,s,e,f,n,b,w,g,n,a,o,e,k,w,w,e,t,s,s,w,p
5980,f,y,f,y,p,f,p,b,c,d,f,v,o,l,h,p,n,b,e,k,k,w,p
746,t,w,x,y,e,f,n,b,c,g,l,n,o,p,n,w,w,c,e,s,s,w,p
674,t,y,x,f,e,f,w,n,w,d,l,v,o,p,u,w,w,b,t,s,s,w,p
2124,t,n,x,f,e,f,u,b,c,d,n,v,o,p,k,w,p,b,t,s,s,w,p
6442,f,n,x,s,p,f,b,n,c,l,f,v,o,e,w,w,p,?,t,s,k,w,p
471,t,y,x,y,e,f,g,b,c,g,l,n,o,p,k,w,w,c,e,s,s,w,p
2972,t,g,x,f,e,f,u,b,c,d,n,v,o,p,k,p,p,b,t,s,s,w,p
6094,f,n,f,y,p,f,b,n,c,l,f,v,o,e,w,p,p,?,t,s,k,w,p
2327,t,n,f,f,e,f,w,b,c,d,n,y,o,p,n,g,w,b,t,s,s,w,p
51,t,n,x,y,e,f,w,b,c,g,a,s,o,p,k,w,w,r,e,s,y,w,p
1460,t,w,f,s,p,f,k,n,c,u,p,s,o,p,n,w,w,e,e,s,s,w,p
4544,f,y,f,f,p,f,h,b,c,d,f,v,o,l,h,p,p,b,e,k,k,w,p
1378,f,n,f,f,e,f,k,b,w,g,n,s,o,e,k,w,w,e,t,s,s,w,p
2827,t,e,x,f,e,f,u,b,c,d,n,v,o,p,k,p,p,b,t,s,s,w,p
655,t,w,x,y,p,f,w,n,c,u,p,v,o,p,k,w,w,e,e,s,s,w,p
8035,f,n,k,s,e,a,n,b,c,l,n,c,o,p,b,o,o,?,e,s,s,o,p
3365,t,e,f,y,e,f,p,b,c,d,n,y,o,p,n,g,p,b,t,s,s,w,p
2531,t,g,x,y,e,f,n,b,c,d,n,v,o,p,n,w,p,b,t,s,s,w,p
1403,t,g,x,f,e,f,n,b,c,d,n,y,o,p,k,g,p,b,t,s,s,w,p
6859,f,n,k,y,p,f,b,n,c,d,y,v,o,e,w,w,p,?,t,k,s,w,p
3721,t,e,f,f,e,f,w,b,c,d,n,y,o,p,k,p,w,b,t,s,s,w,p
6159,f,e,x,y,p,f,b,n,c,d,f,v,o,e,w,w,w,?,t,k,k,w,p
7602,f,e,k,y,p,f,b,n,c,l,f,v,o,e,w,w,p,?,t,k,k,w,p
1351,t,g,x,y,e,f,p,b,c,d,n,v,o,p,n,w,g,b,t,s,s,w,p
7604,f,e,k,s,p,f,b,n,c,p,f,v,o,e,w,p,p,?,t,s,s,w,p
3168,t,e,f,y,e,f,w,b,c,d,n,v,o,p,n,p,g,b,t,s,s,w,p
7456,f,n,f,s,e,a,y,b,c,l,n,v,o,p,b,o,o,?,e,s,s,n,p
5044,f,y,x,y,p,f,g,b,c,p,f,v,o,l,h,b,p,b,e,k,k,w,p
575,t,n,x,y,e,f,w,b,c,g,a,y,o,p,n,w,w,r,e,s,y,w,p
6405,f,e,f,s,p,f,b,n,c,l,s,v,o,e,w,w,p,?,t,k,s,w,p
3792,t,n,f,y,e,f,w,b,c,d,n,v,o,p,k,g,w,b,t,s,s,w,p
6020,f,n,k,s,p,f,b,n,c,p,y,v,o,e,w,p,p,?,t,s,k,w,p
7631,f,n,k,s,e,a,o,b,c,l,n,v,o,p,b,o,o,?,e,s,s,o,p
1592,f,g,x,f,e,f,n,b,w,g,n,s,o,e,n,w,w,e,t,f,s,w,p
6697,f,n,f,s,p,f,b,n,c,d,y,v,o,e,w,w,w,?,t,s,s,w,p
4223,f,g,x,y,p,f,h,b,c,p,f,v,o,l,h,b,n,b,e,k,k,w,p
7943,f,e,x,y,p,f,b,n,c,d,y,v,o,e,w,w,p,?,t,s,s,w,p
3378,t,n,f,y,e,f,n,b,c,d,n,y,o,p,n,g,p,b,t,s,s,w,p
721,t,n,f,y,e,f,n,b,c,g,a,s,o,p,n,w,w,r,e,s,y,w,p
1646,f,w,x,f,e,f,k,b,w,g,n,a,o,e,k,w,w,e,t,f,f,w,p
5068,f,g,f,y,p,f,g,b,c,p,f,y,o,l,h,p,b,b,e,k,k,w,p
5930,t,w,b,s,p,f,w,b,c,g,n,v,t,p,r,w,w,b,e,s,s,w,p
4124,f,y,f,f,p,f,h,b,c,g,f,v,o,l,h,n,p,b,e,k,k,w,p
6386,f,e,f,y,p,f,b,n,c,l,f,v,o,e,w,p,p,?,t,k,s,w,p
2715,t,e,x,y,e,f,p,b,c,d,n,v,o,p,n,w,g,b,t,s,s,w,p
4107,t,b,b,s,p,f,g,b,c,m,n,v,t,p,r,w,w,b,e,s,s,w,p
7416,t,g,x,s,e,f,w,b,c,p,n,v,t,p,w,w,w,b,e,s,s,w,p
6253,f,n,f,y,p,f,b,n,c,d,f,v,o,e,w,w,w,?,t,k,s,w,p
5730,t,w,x,s,p,f,h,b,c,g,f,v,o,p,h,w,w,b,t,s,s,w,p
3289,t,g,f,y,e,f,p,b,c,d,n,y,o,p,n,w,g,b,t,s,s,w,p
6146,f,e,f,y,p,f,b,n,c,l,s,v,o,e,w,w,w,?,t,k,s,w,p
6507,f,e,f,y,p,f,b,n,c,p,f,v,o,e,w,p,p,?,t,s,s,w,p
3554,t,n,f,y,e,f,u,b,c,d,n,y,o,p,n,g,p,b,t,s,s,w,p
579,t,y,x,y,e,f,w,b,c,g,l,y,o,p,n,w,w,r,e,s,y,w,p
7311,f,e,k,y,p,f,b,n,c,l,y,v,o,e,w,w,w,?,t,s,k,w,p
2286,f,p,x,s,p,f,n,n,w,d,c,v,o,p,k,w,w,b,e,s,s,w,p
6735,f,n,f,s,p,f,b,n,c,l,y,v,o,e,w,w,p,?,t,k,k,w,p
2311,t,n,x,f,e,f,w,b,c,d,n,y,o,p,n,p,p,b,t,s,s,w,p
2850,t,g,x,f,e,f,w,b,c,d,n,v,o,p,n,g,p,b,t,s,s,w,p
7548,f,n,k,s,e,a,y,b,c,l,n,v,o,p,n,o,o,?,e,s,s,n,p
2632,t,n,f,f,e,f,w,b,c,d,n,v,o,p,n,g,w,b,t,s,s,w,p
59,t,y,x,s,e,f,k,b,c,g,l,n,o,p,k,w,w,c,e,s,s,w,p
7006,f,w,k,s,e,f,p,b,w,g,n,s,t,p,w,w,w,?,e,k,s,w,p
358,t,n,x,y,p,f,k,n,c,u,p,s,o,p,k,w,w,e,e,s,s,w,p
430,f,g,f,f,e,f,n,n,c,u,n,v,o,p,n,w,w,e,e,s,s,w,p
5595,f,n,x,y,p,f,b,n,c,p,s,v,o,e,w,p,p,?,t,k,k,w,p
2714,t,e,x,f,e,f,u,b,c,d,n,y,o,p,k,w,p,b,t,s,s,w,p
7005,f,w,k,s,e,f,g,b,w,g,n,n,t,p,w,w,w,?,e,k,k,w,p
4885,f,n,x,y,p,f,b,n,c,d,f,v,o,e,w,p,w,?,t,k,s,w,p
6926,f,n,f,y,p,f,b,n,c,d,s,v,o,e,w,w,w,?,t,k,k,w,p
385,t,n,x,f,e,f,n,b,c,d,n,y,o,p,n,g,w,b,t,s,s,w,p
2934,t,e,x,f,e,f,p,b,c,d,n,v,o,p,k,p,w,b,t,s,s,w,p
2029,f,n,x,s,e,f,h,b,w,g,n,a,o,e,k,w,w,e,t,f,f,w,p
7893,f,n,k,s,p,f,b,n,c,p,y,v,o,e,w,w,w,?,t,s,s,w,p
490,t,n,x,y,e,f,n,b,c,p,a,s,o,p,k,w,w,r,e,s,y,w,p
4548,f,g,f,f,p,f,h,b,c,g,f,v,o,l,h,n,p,b,e,k,k,w,p
