index,bruises,cap_color,cap_shape,cap_surface,class,gill_attachment,gill_color,gill_size,gill_spacing,habitat,odor,population,ring_number,ring_type,spore_print_color,stalk_color_above_ring,stalk_color_below_ring,stalk_root,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,veil_color,veil_type
3752,f,g,x,f,p,f,n,n,c,d,c,v,o,p,n,w,w,b,e,s,s,w,p
7369,f,c,x,y,p,a,w,b,c,d,m,c,n,n,w,c,c,c,e,k,y,w,p
753,t,w,f,s,e,f,n,n,w,d,a,v,o,p,u,w,w,b,t,s,s,w,p
3048,f,p,x,s,p,f,n,n,w,d,c,v,o,p,n,w,w,b,e,s,s,w,p
2474,t,g,x,y,e,f,w,b,c,d,n,v,o,p,n,p,w,b,t,s,s,w,p
78,t,n,f,y,e,f,p,b,c,p,l,y,o,p,n,w,w,r,e,s,y,w,p
471,t,y,x,y,e,f,g,b,c,g,l,n,o,p,k,w,w,c,e,s,s,w,p
2060,t,w,x,s,e,f,n,b,c,m,a,n,o,p,k,w,w,c,e,s,s,w,p
4008,f,g,f,f,p,f,p,b,c,p,f,v,o,l,h,b,b,b,e,k,k,w,p
5455,f,g,f,y,p,f,p,b,c,g,f,y,o,l,h,b,n,b,e,k,k,w,p
3435,t,e,f,f,e,f,p,b,c,d,n,v,o,p,n,g,w,b,t,s,s,w,p
3271,f,p,x,f,p,f,p,n,w,d,c,s,o,p,n,w,w,b,e,s,s,w,p
3576,t,e,f,f,e,f,p,b,c,d,n,v,o,p,k,g,g,b,t,s,s,w,p
3560,f,g,f,f,p,f,p,b,c,d,f,v,o,l,h,n,n,b,e,k,k,w,p
3966,f,g,x,y,p,f,h,b,c,g,f,y,o,l,h,b,n,b,e,k,k,w,p
3877,f,p,x,f,p,f,u,n,c,d,c,s,o,p,k,w,w,b,e,s,s,w,p
7821,f,e,k,y,p,f,w,b,c,d,m,c,n,n,w,c,c,c,e,k,y,w,p
3933,f,y,f,y,p,f,g,b,c,d,f,v,o,l,h,p,b,b,e,k,k,w,p
4988,f,y,x,y,p,f,p,b,c,g,f,v,o,l,h,p,n,b,e,k,k,w,p
3552,t,g,x,y,e,f,n,b,c,d,n,v,o,p,n,w,w,b,t,s,s,w,p
4605,f,y,f,f,p,f,g,b,c,d,f,v,o,l,h,p,n,b,e,k,k,w,p
4782,f,g,f,f,p,f,g,b,c,p,f,y,o,l,h,b,p,b,e,k,k,w,p
4365,t,w,b,y,p,f,w,n,w,l,n,c,o,p,w,w,w,b,e,s,s,w,p
1140,f,n,x,s,e,f,n,b,w,g,n,a,o,e,n,w,w,e,t,f,s,w,p
151,t,w,x,y,e,f,w,b,c,g,a,s,o,p,n,w,w,c,e,s,s,w,p
2336,t,g,x,f,e,f,w,b,c,d,n,v,o,p,n,g,g,b,t,s,s,w,p
4690,f,g,f,f,p,f,h,b,c,d,f,v,o,l,h,b,b,b,e,k,k,w,p
2661,t,e,x,f,e,f,p,b,c,d,n,v,o,p,n,g,w,b,t,s,s,w,p
4676,f,y,x,y,p,f,g,b,c,p,f,y,o,l,h,b,p,b,e,k,k,w,p
2752,t,g,x,f,e,f,p,b,c,d,n,y,o,p,n,p,p,b,t,s,s,w,p
2559,t,g,x,y,e,f,n,b,c,d,n,v,o,p,n,p,w,b,t,s,s,w,p
5226,t,b,f,s,p,f,h,b,c,g,f,v,o,p,h,w,w,b,t,f,f,w,p
735,t,w,x,y,e,f,g,b,c,g,l,n,o,p,k,w,w,c,e,s,s,w,p
4525,f,g,f,y,p,f,h,b,c,p,f,v,o,l,h,n,b,b,e,k,k,w,p
4361,f,g,f,y,p,f,g,b,c,d,f,y,o,l,h,n,n,b,e,k,k,w,p
803,t,n,x,s,p,f,n,n,c,u,p,v,o,p,n,w,w,e,e,s,s,w,p
3229,t,g,f,f,e,f,u,b,c,d,n,v,o,p,k,p,g,b,t,s,s,w,p
106,t,y,x,y,e,f,n,b,c,m,a,n,o,p,k,w,w,c,e,s,s,w,p
2547,t,g,f,f,e,f,n,b,c,d,n,y,o,p,n,g,g,b,t,s,s,w,p
2554,t,g,f,f,e,f,n,b,c,d,n,y,o,p,k,p,g,b,t,s,s,w,p
3029,t,e,f,f,e,f,p,b,c,d,n,y,o,p,n,w,p,b,t,s,s,w,p
903,f,n,x,s,e,f,p,b,w,g,n,s,o,e,k,w,w,e,t,f,f,w,p
3438,f,g,f,y,p,f,h,b,c,p,f,y,o,l,h,p,p,b,e,k,k,w,p
1293,f,w,x,f,e,f,n,b,w,g,n,a,o,e,k,w,w,e,t,s,f,w,p
2411,t,g,x,f,e,f,p,b,c,d,n,v,o,p,k,w,w,b,t,s,s,w,p
2344,t,n,f,f,e,f,w,b,c,d,n,v,o,p,n,w,w,b,t,s,s,w,p
4472,f,y,f,f,p,f,g,b,c,p,f,y,o,l,h,p,p,b,e,k,k,w,p
2492,t,e,x,f,e,f,n,b,c,d,n,y,o,p,n,g,w,b,t,s,s,w,p
247,t,w,x,s,e,f,p,n,w,d,l,v,o,p,u,w,w,b,t,s,s,w,p
1632,f,w,f,f,e,f,h,b,w,g,n,a,o,e,n,w,w,e,t,s,f,w,p
945,t,g,f,f,e,f,n,b,c,d,n,v,o,p,n,w,g,b,t,s,s,w,p
629,t,w,b,y,e,f,g,b,c,g,a,s,o,p,n,w,w,c,e,s,s,w,p
8096,f,c,x,y,p,f,y,b,c,d,m,c,n,n,w,c,c,c,e,k,y,w,p
915,f,g,x,s,e,f,k,b,w,g,n,s,o,e,k,w,w,e,t,s,s,w,p
2971,t,n,f,f,e,f,n,b,c,d,n,y,o,p,k,g,g,b,t,s,s,w,p
5367,f,y,f,y,p,f,h,b,c,d,f,v,o,l,h,n,b,b,e,k,k,w,p
2047,t,e,x,f,e,f,u,b,c,d,n,v,o,p,n,w,p,b,t,s,s,w,p
5569,t,g,x,s,p,f,p,b,c,g,f,v,o,p,h,w,w,b,t,s,f,w,p
5185,t,w,x,s,p,f,p,b,c,g,f,s,o,p,h,w,w,b,t,s,s,w,p
1307,f,n,f,f,e,f,p,b,w,g,n,s,o,e,n,w,w,e,t,f,s,w,p
2312,t,n,f,f,e,f,n,b,c,d,n,v,o,p,k,g,g,b,t,s,s,w,p
194,t,y,f,s,e,f,w,n,w,d,a,v,o,p,n,w,w,b,t,s,s,w,p
4766,f,y,x,f,p,f,g,b,c,g,f,v,o,l,h,n,b,b,e,k,k,w,p
2869,t,g,x,y,e,f,p,b,c,d,n,y,o,p,n,p,g,b,t,s,s,w,p
1701,t,n,x,f,e,f,w,b,c,d,n,y,o,p,k,w,g,b,t,s,s,w,p
777,t,n,x,y,p,f,k,n,c,u,p,s,o,p,n,w,w,e,e,s,s,w,p
4371,f,g,f,f,p,f,g,b,c,d,f,y,o,l,h,n,n,b,e,k,k,w,p
326,t,w,b,y,e,f,k,b,c,g,l,n,o,p,k,w,w,c,e,s,s,w,p
4716,f,y,x,f,p,f,h,b,c,p,f,y,o,l,h,p,p,b,e,k,k,w,p
3732,t,e,f,y,e,f,w,b,c,d,n,v,o,p,n,g,p,b,t,s,s,w,p
3926,f,g,x,f,p,f,p,b,c,d,f,y,o,l,h,b,b,b,e,k,k,w,p
5110,f,c,f,y,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,f,s,w,p
340,t,n,x,y,e,f,n,b,c,g,l,y,o,p,k,w,w,r,e,s,y,w,p
3566,f,y,x,f,p,f,p,b,c,g,f,v,o,l,h,b,n,b,e,k,k,w,p
4131,f,y,x,y,p,f,g,b,c,g,f,v,o,l,h,b,b,b,e,k,k,w,p
2123,t,n,f,f,e,f,p,b,c,d,n,v,o,p,k,g,p,b,t,s,s,w,p
4136,f,g,f,y,p,f,g,b,c,g,f,y,o,l,h,p,p,b,e,k,k,w,p
594,t,w,x,y,p,f,k,n,c,g,p,s,o,p,n,w,w,e,e,s,s,w,p
4868,f,y,x,f,p,f,h,b,c,d,f,y,o,l,h,p,b,b,e,k,k,w,p
2318,t,n,f,y,e,f,w,b,c,d,n,y,o,p,k,w,p,b,t,s,s,w,p
4867,f,g,f,f,p,f,p,b,c,p,f,v,o,l,h,p,p,b,e,k,k,w,p
3274,t,e,f,f,e,f,n,b,c,d,n,y,o,p,n,g,p,b,t,s,s,w,p
2834,t,n,f,f,e,f,n,b,c,d,n,y,o,p,k,p,p,b,t,s,s,w,p
1046,t,w,x,s,e,f,w,b,c,g,a,s,o,p,n,w,w,c,e,s,s,w,p
5401,f,y,f,y,p,f,p,b,c,p,f,v,o,l,h,b,b,b,e,k,k,w,p
5321,t,b,x,s,p,f,h,b,c,g,f,s,o,p,h,w,w,b,t,f,s,w,p
4746,f,y,f,f,p,f,g,b,c,d,f,v,o,l,h,n,p,b,e,k,k,w,p
1040,t,n,x,s,p,f,p,n,c,u,p,s,o,p,k,w,w,e,e,s,s,w,p
2815,t,g,x,f,e,f,n,b,c,d,n,v,o,p,n,g,p,b,t,s,s,w,p
5324,t,g,f,s,p,f,w,b,c,u,f,s,o,p,h,w,w,b,t,s,f,w,p
1914,f,g,x,f,e,f,h,b,w,g,n,s,o,e,k,w,w,e,t,s,s,w,p
5062,f,y,x,f,p,f,p,b,c,p,f,v,o,l,h,b,n,b,e,k,k,w,p
196,f,g,f,f,e,f,g,n,c,u,n,y,o,p,n,w,w,e,e,s,s,w,p
6416,f,e,x,y,p,f,w,b,c,d,m,c,n,n,w,c,c,c,e,k,y,w,p
2713,t,e,x,f,e,f,u,b,c,d,n,y,o,p,n,g,p,b,t,s,s,w,p
1540,f,w,f,s,e,f,p,b,w,g,n,s,o,e,k,w,w,e,t,s,s,w,p
2992,t,n,x,f,e,f,w,b,c,d,n,v,o,p,k,w,w,b,t,s,s,w,p
3395,t,n,f,y,e,f,w,b,c,d,n,y,o,p,k,p,p,b,t,s,s,w,p
5573,f,y,f,y,p,f,g,b,c,d,f,v,o,l,h,b,b,b,e,k,k,w,p
517,t,n,x,y,e,f,n,b,c,p,l,y,o,p,k,w,w,r,e,s,y,w,p
3168,t,e,f,y,e,f,w,b,c,d,n,v,o,p,n,p,g,b,t,s,s,w,p
737,t,w,x,f,e,f,w,n,w,d,a,v,o,p,n,w,w,b,t,s,s,w,p
3409,t,n,f,y,e,f,n,b,c,d,n,y,o,p,n,g,w,b,t,s,s,w,p
5614,f,y,x,f,p,f,p,b,c,d,f,y,o,l,h,p,p,b,e,k,k,w,p
93,t,y,x,y,e,f,g,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w,p
4437,f,g,f,y,p,f,h,b,c,d,f,v,o,l,h,b,n,b,e,k,k,w,p
5507,f,y,f,y,p,f,p,b,c,g,f,y,o,l,h,p,p,b,e,k,k,w,p
2769,t,g,x,y,e,f,w,b,c,d,n,y,o,p,k,g,g,b,t,s,s,w,p
841,t,y,f,s,e,f,w,n,w,d,a,v,o,p,u,w,w,b,t,s,s,w,p
182,f,n,s,f,e,f,g,n,c,u,n,y,o,p,n,w,w,e,e,s,s,w,p
3033,t,e,f,f,e,f,u,b,c,d,n,y,o,p,k,g,p,b,t,s,s,w,p
1876,t,e,x,f,e,f,p,b,c,d,n,y,o,p,n,p,w,b,t,s,s,w,p
5452,t,g,x,s,p,f,w,b,c,g,f,s,o,p,h,w,w,b,t,s,f,w,p
2741,t,n,x,y,e,f,u,b,c,d,n,y,o,p,n,g,w,b,t,s,s,w,p
2578,t,n,x,y,e,f,n,b,c,d,n,y,o,p,k,w,g,b,t,s,s,w,p
848,t,w,b,y,e,f,g,b,c,g,l,s,o,p,n,w,w,c,e,s,s,w,p
4675,f,g,f,f,p,f,h,b,c,p,f,y,o,l,h,p,n,b,e,k,k,w,p
1802,f,g,x,f,e,f,h,b,w,g,n,a,o,e,n,w,w,e,t,s,f,w,p
5406,t,p,b,y,p,f,r,b,c,g,n,v,t,p,r,w,w,b,e,s,s,w,p
5294,f,g,f,f,p,f,p,b,c,g,f,y,o,l,h,b,b,b,e,k,k,w,p
4011,t,e,f,y,e,f,w,b,c,d,n,v,o,p,n,g,g,b,t,s,s,w,p
2165,t,n,f,f,e,f,u,b,c,d,n,y,o,p,n,w,p,b,t,s,s,w,p
2524,t,n,x,y,e,f,n,b,c,d,n,y,o,p,k,g,w,b,t,s,s,w,p
959,t,w,f,f,e,f,n,n,w,d,l,v,o,p,u,w,w,b,t,s,s,w,p
2398,t,g,f,f,e,f,n,b,c,d,n,y,o,p,n,g,p,b,t,s,s,w,p
1390,f,n,x,f,e,f,k,b,w,g,n,s,o,e,n,w,w,e,t,s,f,w,p
4622,f,y,f,f,p,f,g,b,c,d,f,y,o,l,h,p,p,b,e,k,k,w,p
2444,f,g,x,f,p,f,h,b,c,g,f,y,o,l,h,b,b,b,e,k,k,w,p
4744,f,y,x,f,p,f,g,b,c,d,f,v,o,l,h,b,p,b,e,k,k,w,p
4061,f,y,x,y,p,f,h,b,c,g,f,v,o,l,h,b,b,b,e,k,k,w,p
7371,t,p,x,y,e,f,w,b,c,p,n,v,t,p,w,w,w,b,e,s,s,w,p
2503,t,n,x,f,e,f,w,b,c,d,n,v,o,p,k,p,p,b,t,s,s,w,p
4048,t,n,f,y,e,f,p,b,c,d,n,v,o,p,k,g,w,b,t,s,s,w,p
3513,t,g,f,y,e,f,w,b,c,d,n,y,o,p,n,w,p,b,t,s,s,w,p
2974,t,n,x,f,e,f,u,b,c,d,n,y,o,p,n,w,p,b,t,s,s,w,p
2528,t,n,x,y,e,f,w,b,c,d,n,y,o,p,k,w,w,b,t,s,s,w,p
5165,t,b,f,s,p,f,w,b,c,g,f,s,o,p,h,w,w,b,t,f,f,w,p
2771,f,g,x,f,p,f,g,b,c,d,f,y,o,l,h,b,p,b,e,k,k,w,p
4821,t,w,f,s,p,f,w,b,c,g,f,v,o,p,h,w,w,b,t,f,f,w,p
1844,t,n,f,y,p,f,k,n,c,u,p,s,o,p,n,w,w,e,e,s,s,w,p
2055,t,n,f,f,e,f,u,b,c,d,n,v,o,p,n,g,w,b,t,s,s,w,p
3697,t,n,f,y,e,f,p,b,c,d,n,v,o,p,n,p,g,b,t,s,s,w,p
1674,f,w,x,s,e,f,n,b,w,g,n,s,o,e,n,w,w,e,t,s,f,w,p
3610,t,g,f,f,e,f,u,b,c,d,n,v,o,p,k,w,w,b,t,s,s,w,p
961,f,n,x,f,e,f,n,b,w,g,n,a,o,e,k,w,w,e,t,f,f,w,p
3381,t,g,x,f,e,f,p,b,c,d,n,y,o,p,k,w,p,b,t,s,s,w,p
5925,f,y,f,y,p,f,p,b,c,d,f,y,o,l,h,n,p,b,e,k,k,w,p
3612,t,e,f,y,e,f,p,b,c,d,n,v,o,p,k,w,p,b,t,s,s,w,p
630,t,w,b,s,e,f,k,b,c,g,a,n,o,p,k,w,w,c,e,s,s,w,p
3220,t,g,f,y,e,f,u,b,c,d,n,y,o,p,n,w,w,b,t,s,s,w,p
4441,t,g,f,s,p,f,h,b,c,u,f,s,o,p,h,w,w,b,t,f,f,w,p
143,f,n,s,f,e,f,k,n,c,u,n,v,o,p,n,w,w,e,e,s,s,w,p
3158,t,e,x,y,e,f,n,b,c,d,n,v,o,p,k,w,p,b,t,s,s,w,p
2171,t,g,x,y,e,f,p,b,c,d,n,v,o,p,k,g,p,b,t,s,s,w,p
4878,f,y,x,y,p,f,h,b,c,p,f,v,o,l,h,p,b,b,e,k,k,w,p
1602,f,g,f,s,e,f,k,b,w,g,n,a,o,e,k,w,w,e,t,f,f,w,p
1123,f,n,x,s,e,f,p,b,w,g,n,s,o,e,n,w,w,e,t,f,f,w,p
3810,t,g,f,y,e,f,p,b,c,d,n,y,o,p,n,g,p,b,t,s,s,w,p
3012,t,e,f,y,e,f,u,b,c,d,n,y,o,p,k,p,g,b,t,s,s,w,p
1848,t,g,x,y,e,f,w,b,c,d,n,v,o,p,n,g,p,b,t,s,s,w,p
5602,f,n,f,y,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,s,s,w,p
690,t,w,x,s,e,f,k,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w,p
2611,t,e,x,y,e,f,p,b,c,d,n,y,o,p,k,p,p,b,t,s,s,w,p
2378,f,w,f,s,e,f,k,b,w,g,n,s,o,e,k,w,w,e,t,s,s,w,p
2590,t,n,f,f,e,f,p,b,c,d,n,v,o,p,n,p,g,b,t,s,s,w,p
3436,f,g,x,f,p,f,g,n,w,d,c,v,o,p,n,w,w,b,e,s,s,w,p
4045,f,g,f,f,p,f,g,b,c,d,f,v,o,l,h,b,b,b,e,k,k,w,p
3808,t,e,f,f,e,f,w,b,c,d,n,y,o,p,k,p,g,b,t,s,s,w,p
180,t,y,b,s,e,f,g,b,c,g,l,n,o,p,n,w,w,c,e,s,s,w,p
3830,f,g,x,f,p,f,p,b,c,g,f,y,o,l,h,n,b,b,e,k,k,w,p
3465,t,e,f,f,e,f,p,b,c,d,n,y,o,p,n,g,g,b,t,s,s,w,p
2748,t,n,x,y,e,f,u,b,c,d,n,y,o,p,k,w,w,b,t,s,s,w,p
2488,f,w,x,s,e,f,k,b,w,g,n,s,o,e,n,w,w,e,t,s,s,w,p
3444,f,p,x,f,p,f,p,n,w,d,c,v,o,p,n,w,w,b,e,s,s,w,p
1869,f,n,x,s,e,f,n,b,w,g,n,a,o,e,k,w,w,e,t,s,f,w,p
1353,f,w,f,s,e,f,h,b,w,g,n,s,o,e,n,w,w,e,t,f,f,w,p
3879,f,p,x,s,p,f,n,n,c,d,c,v,o,p,k,w,w,b,e,s,s,w,p
4317,f,y,x,f,p,f,h,b,c,d,f,v,o,l,h,p,b,b,e,k,k,w,p
1773,f,w,x,f,e,f,k,b,w,g,n,a,o,e,k,w,w,e,t,s,s,w,p
2285,t,n,x,y,e,f,p,b,c,d,n,y,o,p,k,w,p,b,t,s,s,w,p
2080,t,e,x,y,e,f,u,b,c,d,n,y,o,p,n,w,p,b,t,s,s,w,p
2942,t,n,x,f,e,f,u,b,c,d,n,v,o,p,n,p,g,b,t,s,s,w,p
2390,t,g,x,y,e,f,p,b,c,d,n,y,o,p,n,p,p,b,t,s,s,w,p
4362,f,y,x,y,p,f,g,b,c,p,f,y,o,l,h,p,p,b,e,k,k,w,p
7703,f,n,f,y,e,f,w,b,c,p,n,y,t,p,w,n,n,b,e,y,y,w,p
2072,t,g,x,f,e,f,n,b,c,d,n,v,o,p,k,w,g,b,t,s,s,w,p
176,t,w,b,y,e,f,w,b,c,m,l,n,o,p,k,w,w,c,e,s,s,w,p
1023,t,w,b,y,e,f,k,b,c,g,a,n,o,p,k,w,w,c,e,s,s,w,p
2425,t,e,x,f,e,f,u,b,c,d,n,y,o,p,n,w,w,b,t,s,s,w,p
398,t,y,x,y,e,f,w,b,c,m,l,s,o,p,n,w,w,c,e,s,s,w,p
61,f,g,s,f,e,f,k,n,c,u,n,v,o,p,n,w,w,e,e,s,s,w,p
3884,t,g,f,y,e,f,u,b,c,d,n,y,o,p,n,w,g,b,t,s,s,w,p
2287,t,g,f,y,e,f,w,b,c,d,n,y,o,p,k,g,w,b,t,s,s,w,p
3058,f,g,x,s,p,f,u,n,c,d,c,s,o,p,n,w,w,b,e,s,s,w,p
896,t,n,x,y,e,f,p,b,c,g,l,s,o,p,n,w,w,r,e,s,y,w,p
2759,t,n,f,f,e,f,p,b,c,d,n,y,o,p,k,p,w,b,t,s,s,w,p
4972,f,g,f,f,p,f,p,b,c,d,f,y,o,l,h,p,p,b,e,k,k,w,p
1625,t,e,x,f,e,f,n,b,c,d,n,v,o,p,k,p,p,b,t,s,s,w,p
478,t,w,b,y,e,f,w,b,c,g,a,n,o,p,n,w,w,c,e,s,s,w,p
466,t,n,f,y,e,f,p,b,c,g,a,y,o,p,n,w,w,r,e,s,y,w,p
2407,t,e,x,y,e,f,w,b,c,d,n,y,o,p,n,g,w,b,t,s,s,w,p
2094,f,w,x,s,e,f,h,b,w,g,n,s,o,e,n,w,w,e,t,f,f,w,p
172,t,y,b,s,e,f,k,b,c,g,l,s,o,p,n,w,w,c,e,s,s,w,p
5728,f,n,f,f,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,f,s,w,p
1285,f,n,x,f,e,f,n,b,w,g,n,a,o,e,k,w,w,e,t,f,s,w,p
5741,t,g,x,s,p,f,p,b,c,g,f,v,o,p,h,w,w,b,t,s,s,w,p
1815,f,w,x,s,e,f,h,b,w,g,n,a,o,e,k,w,w,e,t,s,s,w,p
5581,t,w,x,s,p,f,w,b,c,u,f,s,o,p,h,w,w,b,t,s,s,w,p
1639,f,g,f,s,e,f,p,b,w,g,n,a,o,e,n,w,w,e,t,f,f,w,p
3814,t,n,f,y,e,f,u,b,c,d,n,v,o,p,k,p,p,b,t,s,s,w,p
5092,f,g,x,y,p,f,p,b,c,p,f,v,o,l,h,p,b,b,e,k,k,w,p
7603,t,n,x,s,e,f,w,b,c,p,n,y,t,p,w,w,w,b,e,s,s,w,p
5430,t,g,x,s,p,f,w,b,c,u,f,s,o,p,h,w,w,b,t,f,s,w,p
4658,f,y,x,f,p,f,h,b,c,d,f,v,o,l,h,b,b,b,e,k,k,w,p
4263,f,p,x,f,p,f,p,n,c,d,c,s,o,p,k,w,w,b,e,s,s,w,p
4148,f,y,x,f,p,f,h,b,c,d,f,v,o,l,h,b,n,b,e,k,k,w,p
5022,f,g,x,s,p,f,p,n,c,d,c,v,o,p,n,w,w,b,e,s,s,w,p
1148,f,g,x,f,e,f,n,b,w,g,n,a,o,e,n,w,w,e,t,s,s,w,p
4183,f,y,x,y,p,f,g,b,c,d,f,y,o,l,h,p,n,b,e,k,k,w,p
5523,f,n,k,f,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,s,f,w,p
1168,t,n,x,f,e,f,p,b,c,d,n,y,o,p,k,p,p,b,t,s,s,w,p
4054,f,g,f,f,p,f,h,b,c,p,f,v,o,l,h,p,n,b,e,k,k,w,p
3427,f,g,x,s,p,f,p,n,w,d,c,v,o,p,k,w,w,b,e,s,s,w,p
4369,f,g,f,y,p,f,g,b,c,p,f,v,o,l,h,p,p,b,e,k,k,w,p
1903,f,n,f,f,e,f,k,b,w,g,n,a,o,e,n,w,w,e,t,s,f,w,p
3210,f,w,x,f,p,f,u,n,c,d,c,s,o,p,n,w,w,b,e,s,s,w,p
4029,t,b,f,s,p,f,p,b,c,g,f,s,o,p,h,w,w,b,t,s,f,w,p
615,t,y,x,y,e,f,p,b,c,g,l,s,o,p,k,w,w,r,e,s,y,w,p
7571,f,n,k,s,e,f,w,b,c,p,n,y,t,p,w,n,n,b,e,y,y,w,p
434,t,y,b,s,e,f,w,b,c,g,l,s,o,p,k,w,w,c,e,s,s,w,p
4743,f,g,f,y,p,f,g,b,c,g,f,y,o,l,h,p,n,b,e,k,k,w,p
1201,t,w,x,y,e,f,w,b,c,g,l,n,o,p,n,w,w,c,e,s,s,w,p
995,f,w,f,s,e,f,k,b,w,g,n,s,o,e,k,w,w,e,t,s,f,w,p
2158,t,n,f,f,e,f,u,b,c,d,n,v,o,p,n,w,g,b,t,s,s,w,p
3910,f,y,f,f,p,f,g,b,c,d,f,y,o,l,h,n,n,b,e,k,k,w,p
508,f,n,f,s,e,f,p,b,w,g,n,a,o,e,n,w,w,e,t,f,s,w,p
4090,t,e,f,y,e,f,p,b,c,d,n,v,o,p,n,g,g,b,t,s,s,w,p
4357,f,g,x,y,p,f,p,b,c,g,f,v,o,l,h,b,n,b,e,k,k,w,p
5960,t,g,x,s,p,f,p,b,c,g,f,s,o,p,h,w,w,b,t,f,s,w,p
818,t,y,x,y,e,f,n,b,c,g,a,y,o,p,k,w,w,r,e,s,y,w,p
845,t,y,x,s,e,f,g,b,c,g,a,n,o,p,k,w,w,c,e,s,s,w,p
3039,t,e,f,f,e,f,p,b,c,d,n,y,o,p,k,g,p,b,t,s,s,w,p
965,f,g,f,s,e,f,k,b,w,g,n,s,o,e,k,w,w,e,t,f,f,w,p
3206,f,g,x,f,p,f,g,b,c,g,f,y,o,l,h,b,p,b,e,k,k,w,p
4599,f,y,x,f,p,f,p,b,c,g,f,v,o,l,h,b,b,b,e,k,k,w,p
3638,t,g,f,f,e,f,u,b,c,d,n,y,o,p,n,p,w,b,t,s,s,w,p
2107,t,n,f,f,e,f,p,b,c,d,n,v,o,p,n,w,w,b,t,s,s,w,p
1909,f,g,f,s,e,f,h,b,w,g,n,a,o,e,k,w,w,e,t,s,f,w,p
4567,f,g,x,y,p,f,g,b,c,p,f,y,o,l,h,p,n,b,e,k,k,w,p
5651,f,y,f,y,p,f,p,b,c,g,f,y,o,l,h,n,n,b,e,k,k,w,p
5439,f,g,f,f,p,f,p,b,c,g,f,v,o,l,h,p,p,b,e,k,k,w,p
3230,t,g,f,f,e,f,w,b,c,d,n,v,o,p,k,g,w,b,t,s,s,w,p
4439,f,g,x,s,p,f,p,n,c,d,c,v,o,p,k,w,w,b,e,s,s,w,p
1873,f,w,f,f,e,f,n,b,w,g,n,a,o,e,k,w,w,e,t,s,f,w,p
2854,t,g,f,f,e,f,n,b,c,d,n,v,o,p,n,g,p,b,t,s,s,w,p
1427,f,n,f,s,e,f,p,b,w,g,n,s,o,e,n,w,w,e,t,s,s,w,p
4121,f,g,x,y,p,f,p,b,c,p,f,v,o,l,h,n,b,b,e,k,k,w,p
2369,t,n,x,y,e,f,n,b,c,d,n,v,o,p,k,g,w,b,t,s,s,w,p
5500,t,w,x,s,p,f,p,b,c,g,f,s,o,p,h,w,w,b,t,f,f,w,p
87,t,w,b,s,e,f,w,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w,p
2030,t,w,b,y,e,f,k,b,c,m,l,s,o,p,k,w,w,c,e,s,s,w,p
2391,t,n,f,f,e,f,n,b,c,d,n,v,o,p,n,w,w,b,t,s,s,w,p
3680,f,p,x,s,p,f,n,n,c,d,c,s,o,p,k,w,w,b,e,s,s,w,p
7715,f,c,x,y,p,f,w,b,c,d,m,c,n,n,w,c,c,c,e,k,y,w,p
2017,f,w,f,f,e,f,h,b,w,g,n,s,o,e,k,w,w,e,t,f,s,w,p
3152,t,e,f,y,e,f,n,b,c,d,n,y,o,p,n,g,p,b,t,s,s,w,p
2646,t,g,x,f,e,f,u,b,c,d,n,y,o,p,n,g,w,b,t,s,s,w,p
3357,t,g,f,f,e,f,u,b,c,d,n,y,o,p,n,w,p,b,t,s,s,w,p
1365,f,n,x,f,e,f,k,b,w,g,n,a,o,e,n,w,w,e,t,s,f,w,p
4758,f,g,f,y,p,f,g,b,c,d,f,v,o,l,h,b,b,b,e,k,k,w,p
4971,f,g,f,f,p,f,g,b,c,g,f,v,o,l,h,b,p,b,e,k,k,w,p
4020,t,g,x,y,e,f,u,b,c,d,n,v,o,p,n,g,w,b,t,s,s,w,p
3157,f,w,x,s,p,f,g,n,w,d,c,s,o,p,n,w,w,b,e,s,s,w,p
351,f,g,f,s,e,f,h,b,w,g,n,a,o,e,n,w,w,e,t,f,f,w,p
3159,t,e,f,y,e,f,u,b,c,d,n,v,o,p,k,p,g,b,t,s,s,w,p
3542,t,e,f,y,e,f,u,b,c,d,n,v,o,p,n,p,g,b,t,s,s,w,p
994,f,n,f,f,e,f,n,n,c,u,n,v,o,p,k,w,w,e,e,s,s,w,p
45,t,y,x,s,e,f,w,b,c,m,a,n,o,p,k,w,w,c,e,s,s,w,p
4336,f,g,f,y,p,f,g,b,c,g,f,y,o,l,h,n,p,b,e,k,k,w,p
3779,t,n,f,y,e,f,w,b,c,d,n,v,o,p,n,p,p,b,t,s,s,w,p
399,f,g,x,f,e,f,n,n,c,u,n,v,o,p,k,w,w,e,e,s,s,w,p
5137,t,w,f,s,p,f,w,b,c,g,f,v,o,p,h,w,w,b,t,s,s,w,p
2057,t,g,x,f,e,f,u,b,c,d,n,v,o,p,n,g,p,b,t,s,s,w,p
